Name,Source ID,Uses,Status,Reason,Brief family,Saved brief,Component briefs,Progression URL,Reference URL
Exclamation Point Warning Triangle,42f29bd3-1507-484e-98bb-b90c40309892,4,skip,container,container,"# Exclamation Point Warning Triangle

Source UUID: 42f29bd3-1507-484e-98bb-b90c40309892
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/warning triangle_42f29bd3-1507-484e-98bb-b90c40309892.svg
Catalog path: other/warning triangle_42f29bd3-1507-484e-98bb-b90c40309892.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# Warning Triangle Frame

- concept: Warning Triangle Frame
- icon_id: warning-triangle-frame
- family: container
- description: An upright triangle has sloping sides, a horizontal base and smoothly rounded corners. Generate the empty triangle alone; exclude the exclamation mark.

Source UUID: 42f29bd3-1507-484e-98bb-b90c40309892
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/warning triangle_42f29bd3-1507-484e-98bb-b90c40309892.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/06@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/06@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-container warning-triangle-frame. No generation or queueing is authorized by this review.

# Exclamation Mark

- concept: Exclamation Mark
- icon_id: exclamation-mark-sub
- family: sub
- description: A straight upright stroke sits above a small centered dot. Generate the warning mark alone; exclude the triangle.

Source UUID: 42f29bd3-1507-484e-98bb-b90c40309892
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/warning triangle_42f29bd3-1507-484e-98bb-b90c40309892.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/06@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/06@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub exclamation-mark-sub. No generation or queueing is authorized by this review.","[{""role"": ""main_brief"", ""description"": ""An upright triangle has sloping sides, a horizontal base and smoothly rounded corners. Generate the empty triangle alone; exclude the exclamation mark."", ""family"": ""container"", ""name"": ""Warning Triangle Frame""}, {""role"": ""sub_brief"", ""description"": ""A straight upright stroke sits above a small centered dot. Generate the warning mark alone; exclude the triangle."", ""family"": ""sub"", ""name"": ""Exclamation Mark""}]",http://localhost:8000/gallery/primitives.html?status=all&q=42f29bd3-1507-484e-98bb-b90c40309892,http://localhost:8000/gallery/combination-originals/42f29bd3-1507-484e-98bb-b90c40309892.svg
Facial Recognition Scan,71a35cad-2876-4712-8cbd-ead7a0c2fa1c,1,skip,container,,,"[{""role"": ""main_brief"", ""description"": ""Four right-angle corner brackets surrounding an empty square area."", ""family"": ""container"", ""name"": ""Scan Frame""}, {""role"": ""sub_brief"", ""description"": ""An oval face with two short vertical eyes."", ""family"": ""sub"", ""name"": ""Face""}]",http://localhost:8000/gallery/primitives.html?status=all&q=71a35cad-2876-4712-8cbd-ead7a0c2fa1c,http://localhost:8000/gallery/combination-originals/71a35cad-2876-4712-8cbd-ead7a0c2fa1c.svg
Fifty Percent Symbol,254107b8-2e1f-4879-9aa3-f41a62637304,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=254107b8-2e1f-4879-9aa3-f41a62637304,http://localhost:8000/gallery/combination-originals/254107b8-2e1f-4879-9aa3-f41a62637304.svg
First Aid Medical Case,1f12e0e9-892e-4d3d-ab45-7a2a22a30f92,4,todo,,solo,"# First Aid Medical Case

Source UUID: 1f12e0e9-892e-4d3d-ab45-7a2a22a30f92
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/medical kit_1f12e0e9-892e-4d3d-ab45-7a2a22a30f92.svg
Catalog path: other/medical kit_1f12e0e9-892e-4d3d-ab45-7a2a22a30f92.svg

# Medical First Aid Case

- concept: Medical First Aid Case
- icon_id: medical-first-aid-case
- family: solo
- description: A broad rounded rectangular medical case carries a centered upright cross on its front. A low rounded handle rises above the top edge, aligned with the case and cross.
- tags: medical, first-aid, case, kit, cross, handle, emergency, healthcare

Source UUID: 1f12e0e9-892e-4d3d-ab45-7a2a22a30f92
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/medical kit_1f12e0e9-892e-4d3d-ab45-7a2a22a30f92.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/21@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/21@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo medical-first-aid-case. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=1f12e0e9-892e-4d3d-ab45-7a2a22a30f92,http://localhost:8000/gallery/combination-originals/1f12e0e9-892e-4d3d-ab45-7a2a22a30f92.svg
Four Meters Height Limit,a47b1045-80c6-488c-96a8-7c8c2d19fc7f,2,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=a47b1045-80c6-488c-96a8-7c8c2d19fc7f,http://localhost:8000/gallery/combination-originals/a47b1045-80c6-488c-96a8-7c8c2d19fc7f.svg
Four Meters Width Indicator,f92f1287-4d1f-4f11-b3d2-cf575c8bb3ec,2,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=f92f1287-4d1f-4f11-b3d2-cf575c8bb3ec,http://localhost:8000/gallery/combination-originals/f92f1287-4d1f-4f11-b3d2-cf575c8bb3ec.svg
Four to Three Aspect Ratio,a06e30da-f7cc-4c53-9588-4b22f1c462c1,1,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=a06e30da-f7cc-4c53-9588-4b22f1c462c1,http://localhost:8000/gallery/combination-originals/a06e30da-f7cc-4c53-9588-4b22f1c462c1.svg
Fragile and This Side Up,25d79f58-c01d-4a82-8565-6562d2773dd8,1,skip,combination,solo,"# Fragile and This Side Up

Source UUID: 25d79f58-c01d-4a82-8565-6562d2773dd8
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/glass and up arrow_25d79f58-c01d-4a82-8565-6562d2773dd8.svg
Catalog path: other/glass and up arrow_25d79f58-c01d-4a82-8565-6562d2773dd8.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# Stemmed Glass

- concept: Stemmed Glass
- icon_id: stemmed-glass
- family: solo
- description: A stemmed glass has a broad bowl with sloping sides and a rounded base, resting on a narrow stem and flat foot. Generate the glass alone; exclude the arrow.

Source UUID: 25d79f58-c01d-4a82-8565-6562d2773dd8
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/glass and up arrow_25d79f58-c01d-4a82-8565-6562d2773dd8.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/29@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/29@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-solo stemmed-glass. No generation or queueing is authorized by this review.

# Up Arrow

- concept: Up Arrow
- icon_id: up-arrow
- family: sub
- description: A long vertical shaft ends in an open upward-facing arrowhead. Generate the arrow alone; exclude the stemmed glass.

Source UUID: 25d79f58-c01d-4a82-8565-6562d2773dd8
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/glass and up arrow_25d79f58-c01d-4a82-8565-6562d2773dd8.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/29@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/29@48.png

Sub icon position relative to main: right. Placement is evidence, not a recomposition instruction.

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub up-arrow. No generation or queueing is authorized by this review.","[{""role"": ""main_brief"", ""description"": ""A stemmed glass has a broad bowl with sloping sides and a rounded base, resting on a narrow stem and flat foot. Generate the glass alone; exclude the arrow."", ""family"": ""solo"", ""name"": ""Stemmed Glass""}, {""role"": ""sub_brief"", ""description"": ""A long vertical shaft ends in an open upward-facing arrowhead. Generate the arrow alone; exclude the stemmed glass."", ""family"": ""sub"", ""name"": ""Up Arrow""}]",http://localhost:8000/gallery/primitives.html?status=all&q=25d79f58-c01d-4a82-8565-6562d2773dd8,http://localhost:8000/gallery/combination-originals/25d79f58-c01d-4a82-8565-6562d2773dd8.svg
Front View Ceramic Bathroom Toilet,4b4b156b-56c7-45c1-80c4-fb442761ed90,1,todo,,solo,"# Front View Ceramic Bathroom Toilet

Source UUID: 4b4b156b-56c7-45c1-80c4-fb442761ed90
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/toilet_4b4b156b-56c7-45c1-80c4-fb442761ed90.svg
Catalog path: other/toilet_4b4b156b-56c7-45c1-80c4-fb442761ed90.svg

# Toilet Front View

- concept: Toilet Front View
- icon_id: toilet-front-view
- family: solo
- description: A toilet seen from the front has a tall rounded cistern behind a broad rounded seat rim. The bowl narrows below the rim into a central pedestal that flares into a flat base.
- tags: toilet, bathroom, plumbing, bowl, cistern, seat, sanitary, fixture

Source UUID: 4b4b156b-56c7-45c1-80c4-fb442761ed90
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/toilet_4b4b156b-56c7-45c1-80c4-fb442761ed90.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/30@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/30@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo toilet-front-view. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=4b4b156b-56c7-45c1-80c4-fb442761ed90,http://localhost:8000/gallery/combination-originals/4b4b156b-56c7-45c1-80c4-fb442761ed90.svg
Geometric Animal Paw Print,52860099-ee8d-46b2-84ff-237a2c5f681c,16,todo,,solo,"# Geometric Animal Paw Print

Source UUID: 52860099-ee8d-46b2-84ff-237a2c5f681c
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/paw print_52860099-ee8d-46b2-84ff-237a2c5f681c.svg
Catalog path: other/paw print_52860099-ee8d-46b2-84ff-237a2c5f681c.svg

# Geometric Paw Print

- concept: Geometric Paw Print
- icon_id: geometric-paw-print
- family: solo
- description: A large upright triangular pad sits beneath three detached circular toe pads. One toe is centered above the others, while the two lower toes flank the triangle’s upper point.
- tags: paw, animal, print, geometric, triangle, toes, pet, footprint

Source UUID: 52860099-ee8d-46b2-84ff-237a2c5f681c
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/paw print_52860099-ee8d-46b2-84ff-237a2c5f681c.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/39@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-03/png/39@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo geometric-paw-print. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=52860099-ee8d-46b2-84ff-237a2c5f681c,http://localhost:8000/gallery/combination-originals/52860099-ee8d-46b2-84ff-237a2c5f681c.svg
