Number,Icon,Status,Kind,Categories,Findings,Python source
196,shop-shopping-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-1-1]: parallel straight edges p1-r1-8 and p4-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-4-1]: parallel straight edges p4-r1-1 and p3-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-3-1]: parallel straight edges p3-r1-1 and p2-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-1 and p1-r1-17 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/shop_shopping_sub32_36560de1_1707_4464_8a11_ce1847210523.py
197,signature-sign-interface-essential-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
internal-spacing [path-1-1]: p1-r1-6 and p1-r1-8 have 0.8295 units of ink clearance over 5.3525 units; requires 2; review required
internal-spacing [path-1-1]: p1-r1-8 and p1-r1-12 have 1.7915 units of ink clearance over 2.6525 units; requires 2; review required",icon_set/model/icons/symbol/signature_sign_interface_essential_sub32_c8c50287_9505_4d7a_9b3a_91b9a790ffa6.py
198,simple-business-briefcase-38cb7135-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-2-1]: parallel straight edges p2-r1-3 and p1-r1-1, p1-r1-2, p1-r1-3 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal)
holes/pinches: 1 undersized holes; 0 pinches
internal-spacing [path-1-1 / path-2-1]: p1-r1-2 and p2-r1-3 have 1 units of ink clearance over 5 units; requires 2; review required",icon_set/model/icons/symbol/simple_business_briefcase_38cb7135_sub32_38cb7135_68c4_4289_8c9d_9ee352e263b9.py
199,simple-open-umbrella-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/simple_open_umbrella_sub32_bb6872fb_7ad7_4948_9e90_e03cf896cf9a.py
200,single-roasted-coffee-bean-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/single_roasted_coffee_bean_sub32_49c7ba4a_3465_4f47_bc5e_ebc126adebb0.py
201,six-dot-drag-handle-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/six_dot_drag_handle_sub32_b1a71762_cfed_4c31_8dc5_4cfaea8d5909.py
202,skate-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/skate_sub32_76c38c7b_cbba_4778_a811_f79c71a23620.py
203,skateboard-diagonal-sub32,fail,symbol,Grid,"style/grid [p2-r1-1]: radius_x must be a positive integer, got 2.5
style/grid [p2-r1-1]: radius_y must be a positive integer, got 2.5
style/grid [p2-r1-2]: radius_x must be a positive integer, got 2.5
style/grid [p2-r1-2]: radius_y must be a positive integer, got 2.5
holes/pinches: 2 undersized holes; 1 pinches",icon_set/model/icons/symbol/skateboard_diagonal_sub32_52c33a78_abee_41dd_9464_8dd7be126a9c.py
204,ski-jumping-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/ski_jumping_sub32_2ad6ecb9_65ae_41f6_a0c3_fd3e57b60034.py
205,skull-with-crossed-bones-sub32,fail,symbol,Spacing,"mic [path-1-1]: parallel straight edges p1-r1-5 and p8-r1-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-8-1]: parallel straight edges p8-r1-1 and p1-r1-8 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-1-1]: path-1-1 and path-5-1 are 5.94001 apart on centerlines nearest (25.9071, 14.3753)<->(20, 15); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/skull_with_crossed_bones_sub32_bb0c2575_3757_4901_bb6b_1d9b04b3a433.py
206,sledding-person-sub32,fail,symbol,Spacing,"mic [path-1-1]: path-1-1 and path-2-1 are 5.84886 apart on centerlines nearest (22.3432, 12.621)<->(17, 15); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
internal-spacing [path-2-1 / path-3-1]: p2-r1-2 and p3-r1-1 have 0.8626 units of ink clearance over 2.7019 units; requires 2; review required",icon_set/model/icons/symbol/sledding_person_sub32_d6bf82b5_b45d_4650_80db_680bfbec97fe.py
207,slender-pear-shaped-vase-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/slender_pear_shaped_vase_sub32_cd5f7537_8a7a_4054_b479_eedbb6a2ed1e.py
208,slider-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 2.998, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 0.998, 0.0, 1.0], tolerance 0.0)
mic [path-4-1]: path-4-1 and path-7-1 are 5 apart on centerlines nearest (22, 22)<->(22, 27); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
mic [path-1-1]: path-1-1 and path-5-1 are 6 apart on centerlines nearest (10, 12)<->(10, 18); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/slider_sub32_deca21f2_e97c_497e_b7e0_b915823149ae.py
209,slipping-figure-sub32,fail,symbol,Other,holes/pinches: 1 undersized holes; 0 pinches,icon_set/model/icons/symbol/slipping_figure_sub32_e57a8798_e336_4231_a2ff_19c5a3653fb7.py
210,small-delivery-truck-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
holes/pinches: 2 undersized holes; 0 pinches",icon_set/model/icons/symbol/small_delivery_truck_sub32_1cc6a052_bd85_4786_ad57_af8947d75c17.py
211,smile-867b755e-sub32,fail,symbol,Spacing; Grid,"style/grid [p2-r1-1]: radius_x must be a positive integer, got 2.5
style/grid [p2-r1-1]: radius_y must be a positive integer, got 2.5
mic [path-1-1]: path-1-1 and path-2-1 are 5.23482 apart on centerlines nearest (3.69373, 9.32555)<->(8.2952, 11.8215); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
mic [path-1-1]: path-1-1 and path-3-1 are 5.29191 apart on centerlines nearest (28.5494, 9.79463)<->(23.808, 12.1449); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
mic [path-1-1]: path-1-1 and path-4-1 are 5.92152 apart on centerlines nearest (27.5709, 23.8808)<->(22.6677, 20.5609); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/smile_867b755e_sub32_867b755e_d579_49ac_9614_01fa36936a14.py
212,snorkel-mask-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (2.17945, 0, 32, 32) does not match the SQUARE envelope (0, 0, 32, 32) (deltas [2.1794, 0.0, 0.0, 0.0], tolerance 0.0)
mic [path-1-1]: parallel straight edges p1-r1-1 and p1-r1-5 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
holes/pinches: 1 undersized holes; 1 pinches",icon_set/model/icons/symbol/snorkel_mask_sub32_48b726f6_176e_4128_8b2c_bcba122a5273.py
213,snowboarding-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 0, 32, 31.1282) does not match the SQUARE envelope (0, 0, 32, 32) (deltas [0.0, 0.0, 0.0, 0.8718], tolerance 0.0)
mic [path-1-1]: path-1-1 and path-2-1 are 5.48686 apart on centerlines nearest (22.2019, 12.2547)<->(17, 14); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
holes/pinches: 1 undersized holes; 0 pinches",icon_set/model/icons/symbol/snowboarding_sub32_6bd421c1_b45f_42f7_bc55_f1a7d00409df.py
214,snowmobile-angled-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-2-1]: parallel straight edges p2-r1-11, p2-r1-10, p2-r1-9, p2-r1-8, p2-r1-7 and p4-r1-1, p4-r1-2 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-11, p2-r1-10, p2-r1-9, p2-r1-8, p2-r1-7 and p6-r1-3 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
internal-spacing [path-2-1]: p2-r1-2 and p2-r1-10 have 1.2593 units of ink clearance over 6.75 units; requires 2; review required",icon_set/model/icons/symbol/snowmobile_angled_sub32_b75710e7_8d86_43e7_8398_5efed8f7194b.py
215,snowmobile-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-1-1]: parallel straight edges p1-r1-1 and p2-r1-5 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-3 and p2-r1-12, p2-r1-11, p2-r1-10, p2-r1-9, p2-r1-8 are 5 apart on centerlines (ink gap 1); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-12, p2-r1-11, p2-r1-10, p2-r1-9, p2-r1-8 and p4-r1-1, p4-r1-2 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
holes/pinches: 1 undersized holes; 0 pinches
internal-spacing [path-2-1]: p2-r1-3 and p2-r1-11 have 1 units of ink clearance over 6 units; requires 2; review required",icon_set/model/icons/symbol/snowmobile_sub32_adb91652_44e2_42ba_9e88_08f20a810180.py
216,speaker-with-one-sound-wave-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/speaker_with_one_sound_wave_sub32_0fc7f807_680d_4e95_81e5_b189561e0157.py
217,spinach-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-1-1]: path-1-1 and path-2-1 are 0 apart on centerlines nearest (10.5, 25)<->(10.5, 25); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/spinach_sub32_4ee2140a_910a_408f_a46b_adcaa33ec5b6.py
218,square-root-interface-essential-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/square_root_interface_essential_sub32_9981fb9d_4558_4c15_acfa_90f0340e9617.py
219,stag-beetle-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/stag_beetle_sub32_3b5ef71c_5aa8_4146_809d_f56369f47fe4.py
220,star-burst-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/star_burst_sub32_dcbfa235_b6ab_4926_bc2a_34d5ce7146d8.py
221,star-of-david-hexagram-sub32,fail,symbol,Other,holes/pinches: 6 undersized holes; 0 pinches,icon_set/model/icons/symbol/star_of_david_hexagram_sub32_1791bde9_d3d7_4a85_9cfe_95949447c94e.py
222,subtract-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 14, 32, 18) does not match the HRECT_S envelope (0, 8, 32, 24) (deltas [0.0, 6.0, 0.0, 6.0], tolerance 0.0)",icon_set/model/icons/symbol/subtract_sub32_7915a873_86f2_4c7a_9b75_f2f1e1d4be4c.py
223,swimmer-with-cap-and-water-sub32,fail,symbol,Spacing,"mic [path-1-1]: path-1-1 and path-3-1 are 3 apart on centerlines nearest (16, 16)<->(16, 19); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/swimmer_with_cap_and_water_sub32_7572066a_0cea_41fd_ac3e_127debc90712.py
224,team-three-people-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-1-1]: path-1-1 and path-3-1 are 5.66191 apart on centerlines nearest (8.57319, 9.54231)<->(13.4268, 12.4577); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
mic [path-2-1]: path-2-1 and path-3-1 are 5.66191 apart on centerlines nearest (23.4268, 9.54231)<->(18.5732, 12.4577); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
mic [path-4-1]: path-4-1 and path-6-1 are 5.29198 apart on centerlines nearest (9, 20)<->(11.0503, 24.8787); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
mic [path-5-1]: path-5-1 and path-6-1 are 5.29198 apart on centerlines nearest (23, 20)<->(20.9497, 24.8787); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
holes/pinches: 3 undersized holes; 0 pinches",icon_set/model/icons/symbol/team_three_people_sub32_67deb73a_b4c1_4eed_aa08_baa158ea343d.py
225,tennis-racquet-and-ball-sub32,fail,symbol,Bounds; Grid,"style/grid [p5-r1-3]: radius_x must be a positive integer, got 2.5
style/grid [p5-r1-3]: radius_y must be a positive integer, got 2.5
canvas/keyshape bounds: visible ink (0, 0, 31.3059, 32) does not match the SQUARE envelope (0, 0, 32, 32) (deltas [0.0, 0.0, 0.6941, 0.0], tolerance 0.0)
holes/pinches: 3 undersized holes; 0 pinches",icon_set/model/icons/symbol/tennis_racquet_and_ball_sub32_4aa1bd09_82db_4a0a_a150_a20b946b666a.py
226,text-wrap-right-layout-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/text_wrap_right_layout_sub32_4e457d2e_149f_4085_a06c_b3f6cb685191.py
227,thermometer-scale-sub32,fail,symbol,Spacing,"mic [path-1-1]: parallel straight edges p1-r1-2 and p2-r1-1 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-1 and p1-r1-7 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/thermometer_scale_sub32_9b762d04_fb82_4b78_b65a_738dfc7b4d64.py
228,three-lines-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/three_lines_sub32_f91c6f84_9971_4a9d_a251_a2d0cd8844cb.py
229,three-lobed-sprout-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/three_lobed_sprout_sub32_b79b156d_60e1_4f36_abe1_8af289a9b6cc.py
230,three-way-text-sign-sub32,fail,symbol,Spacing,"mic [path-3-1]: parallel straight edges p3-r1-1 and p1-r1-2, p1-r1-3 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-1-1]: parallel straight edges p1-r1-1 and p2-r1-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
mic [path-2-1]: parallel straight edges p2-r1-1 and p1-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)
holes/pinches: 1 undersized holes; 0 pinches",icon_set/model/icons/symbol/three_way_text_sign_sub32_641fe73b_5492_4567_a942_75d036a0fce7.py
231,tombstone-with-t-shaped-engraving-batch-014-09-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-1-1]: path-1-1 and path-5-1 are 6 apart on centerlines nearest (8, 14)<->(14, 14); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/tombstone_with_t_shaped_engraving_batch_014_09_sub32_d26441e3_9384_56ce_a3fa_339ff35c82bb.py
232,tooth-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
internal-spacing [path-1-1]: p1-r1-4 and p1-r1-6 have 1.452 units of ink clearance over 2.1532 units; requires 2; review required
internal-spacing [path-1-1]: p1-r1-7 and p1-r1-9 have 1.452 units of ink clearance over 2.1533 units; requires 2; review required",icon_set/model/icons/symbol/tooth_sub32_9ec250e0_3b4c_4302_a78f_3f0f5baf59cb.py
233,train-front-sub32,fail,symbol,Spacing,"mic [path-3-1]: parallel straight edges p3-r1-1 and p2-r1-8, p2-r1-7, p2-r1-6 are 7 apart on centerlines (ink gap 3); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/train_front_sub32_110050c0_02bc_446a_8b93_961566ce20f7.py
234,train-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-1-1]: parallel straight edges p1-r1-4 and p1-r1-1 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/train_sub32_ee7ba955_fff5_44da_adeb_fbf4332ebf4d.py
235,transgender-symbol-sub32,fail,symbol,Spacing,"holes/pinches: 4 undersized holes; 0 pinches
internal-spacing [path-1-1 / path-6-1]: p1-r1-1 and p6-r1-2 have 1.6089 units of ink clearance over 3 units; requires 2; review required
internal-spacing [path-1-1 / path-6-1]: p1-r1-3 and p6-r1-1 have 1.4327 units of ink clearance over 4 units; requires 2; review required",icon_set/model/icons/symbol/transgender_symbol_sub32_5506bb6a_8955_4820_92f3_2aa260d6fd32.py
236,tray-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-2-1]: path-2-1 and path-3-1 are 2.17986e-17 apart on centerlines nearest (16, 8)<->(16, 8); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/tray_sub32_028a2382_a657_4cdb_802e_defa023b4886.py
237,triangle-design-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/triangle_design_sub32_b4208180_348f_4efd_9c97_aa942b6924da.py
238,triangle-up-symbol-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/triangle_up_symbol_sub32_65d78da8_8b19_43d6_8ce0_19ea588ec91e.py
239,triple-up-arrow-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/triple_up_arrow_sub32_bc838b40_488f_46b6_801f_b159d2815371.py
240,turn-left-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/turn_left_sub32_4ee8d4ed_d05c_4307_bf33_7c6e7ef0dbfc.py
241,turn-right-transportation-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/turn_right_transportation_sub32_b654ed27_4d6a_4c36_8d1d_071810327791.py
242,two-left-aligned-text-lines-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)",icon_set/model/icons/symbol/two_left_aligned_text_lines_sub32_90d410c8_e7a9_4588_a960_cf1c08159a8a.py
243,two-lines-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/two_lines_sub32_1a1a483f_948c_443e_b5c1_de11dd76cdc8.py
244,unlock-symbol-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/unlock_symbol_sub32_7775a880_67c6_4fa0_96c0_ea7609b88a8e.py
245,upload-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/upload_sub32_150ba06d_d7fc_447d_a794_a611c860309d.py
246,user-avatar-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)
mic [path-1-1]: path-1-1 and path-2-1 are 2.99962 apart on centerlines nearest (15.8671, 13.0004)<->(15.8671, 16); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/user_avatar_sub32_2234e12a_05f0_48de_ba27_d943238ccfaa.py
247,user-bust-overlap-sub32,fail,symbol,Bounds; Grid,"style/grid [p1-r1-1]: radius_x must be a positive integer, got 8.5
style/grid [p1-r1-1]: radius_y must be a positive integer, got 8.5
style/grid [p1-r1-2]: radius_x must be a positive integer, got 8.5
style/grid [p1-r1-2]: radius_y must be a positive integer, got 8.5
canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/user_bust_overlap_sub32_421aee38_8e76_46f2_b9c5_aeb683f83bc5.py
248,user-profile-with-selection-square-batch-033-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-3-1]: parallel straight edges p3-r1-2 and p3-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/user_profile_with_selection_square_batch_033_sub32_074e5864_86d5_4165_aa6c_bccd7b6883f3.py
249,user-with-id-card-content-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-3-1]: parallel straight edges p3-r1-2 and p3-r1-4 are 6 apart on centerlines (ink gap 2); requires at least 8 centerline / 4 ink (midpoint-normal)",icon_set/model/icons/symbol/user_with_id_card_content_sub32_91136439_ae9e_4bd7_833a_71e612217d7c.py
250,veterinary-paw-content-sub32,fail,symbol,Other,holes/pinches: 3 undersized holes; 1 pinches,icon_set/model/icons/symbol/veterinary_paw_content_sub32_de729c05_6cce_4720_a0be_a92e22cd665a.py
251,volume-control-full-1-sub32,fail,symbol,Bounds; Spacing,"canvas/keyshape bounds: visible ink (0, 3, 32, 29) does not match the HRECT_XL envelope (0, 2, 32, 30) (deltas [0.0, 1.0, 0.0, 1.0], tolerance 0.0)
mic [path-2-1]: path-2-1 and path-3-1 are 5.41211 apart on centerlines nearest (21.8551, 11.4801)<->(26, 8); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship
mic [path-1-1]: path-1-1 and path-2-1 are 6 apart on centerlines nearest (15, 11)<->(21, 11); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship",icon_set/model/icons/symbol/volume_control_full_1_sub32_329a09b2_92a3_4377_afbb_67608ff5d0ba.py
252,vortex-sub32,fail,symbol,Bounds,"canvas/keyshape bounds: visible ink (3, 0, 29, 32) does not match the VRECT_XL envelope (2, 0, 30, 32) (deltas [1.0, 0.0, 1.0, 0.0], tolerance 0.0)",icon_set/model/icons/symbol/vortex_sub32_8e306dff_212c_4c03_9e9f_74e443e01b07.py
